size,stop_loss,take_profit,price,order_type,side,offset,candle_index,user_id
1.0,2.0,0.0,9231.14832051941,0.0,2.0,1.0,19115.0,0.0
1.0,2.0,0.0,9261.901566069859,0.0,2.0,1.0,19117.0,0.0
1.0,2.0,0.0,9283.739321208997,0.0,2.0,1.0,19118.0,0.0
1.0,2.0,0.0,9321.21588925658,0.0,2.0,1.0,19120.0,0.0
4.0,2.0,0.0,9180.725625000005,0.0,1.0,2.0,19173.0,0.0
1.0,2.0,0.0,9329.22815037812,0.0,1.0,1.0,19370.0,0.0
1.0,2.0,0.0,9319.907895405806,0.0,1.0,1.0,19371.0,0.0
1.0,2.0,0.0,9284.616183168482,0.0,1.0,1.0,19373.0,0.0
1.0,2.0,0.0,9268.534208954963,0.0,1.0,1.0,19374.0,0.0
1.0,2.0,0.0,9252.055238141711,0.0,1.0,1.0,19375.0,0.0
1.0,2.0,0.0,9124.857751759857,0.0,1.0,1.0,19381.0,0.0
6.0,2.0,0.0,9320.2905,0.0,2.0,2.0,19424.0,0.0
1.0,2.0,0.0,8370.487426089592,0.0,2.0,1.0,19749.0,0.0
1.0,2.0,0.0,8342.607124999999,0.0,1.0,2.0,19790.0,0.0
1.0,2.0,0.0,7890.091187520551,0.0,2.0,1.0,19972.0,0.0
1.0,2.0,0.0,7917.871931225545,0.0,2.0,1.0,19974.0,0.0
2.0,2.0,0.0,8282.832249999996,0.0,1.0,2.0,20053.0,0.0
1.0,2.0,0.0,8826.064388576073,0.0,1.0,1.0,20241.0,0.0
1.0,2.0,0.0,8824.375757044749,0.0,1.0,1.0,20243.0,0.0
1.0,2.0,0.0,8817.670047765563,0.0,1.0,1.0,20245.0,0.0
1.0,2.0,0.0,8788.011096559978,0.0,1.0,1.0,20248.0,0.0
4.0,2.0,0.0,8976.651625,0.0,2.0,2.0,20274.0,0.0
1.0,2.0,0.0,8754.419385866071,0.0,1.0,1.0,20310.0,0.0
1.0,2.0,0.0,8754.069624999998,0.0,2.0,2.0,20364.0,0.0
1.0,2.0,0.0,8716.521665107835,0.0,1.0,1.0,20549.0,0.0
1.0,2.0,0.0,8708.351863231914,0.0,1.0,1.0,20550.0,0.0
2.0,2.0,0.0,8581.421874999996,0.0,2.0,2.0,20618.0,0.0
1.0,2.0,0.0,8654.428059398871,0.0,2.0,1.0,20636.0,0.0
1.0,2.0,0.0,8522.909874999998,0.0,1.0,2.0,20641.0,0.0
1.0,2.0,0.0,7258.229250851504,0.0,1.0,1.0,21530.0,0.0
1.0,2.0,0.0,7253.1869035723485,0.0,1.0,1.0,21531.0,0.0
2.0,2.0,0.0,7372.672875000001,0.0,2.0,2.0,21542.0,0.0
1.0,2.0,0.0,7226.393481885064,0.0,1.0,1.0,21557.0,0.0
1.0,2.0,0.0,6846.737499999994,0.0,2.0,2.0,21639.0,0.0
1.0,2.0,0.0,6717.113585993318,0.0,2.0,1.0,21812.0,0.0
1.0,2.0,0.0,6907.816000000003,0.0,1.0,2.0,21899.0,0.0
1.0,2.0,0.0,6906.370293993504,0.0,1.0,1.0,22041.0,0.0
1.0,2.0,0.0,6788.540499999998,0.0,2.0,2.0,22110.0,0.0
